0.390034537,0,0.390034537
0.384099405,0,0.384099405
0.388822161,0,0.388822161
0.383289046,0,0.383289046
0.391086269,0,0.391086269
0.390668581,0,0.390668581
0.54419728,0.54419728,-2.17678912
0.479741217,0.579741217,-2.418964868
0.267722022,0.667722022,-3.070888088
0.274719407,0.774719407,-3.598877628
0.404390464,0.804390464,-3.617561856
0.549229609,0.849229609,-3.696918436
0.278402747,0.878402747,-4.113610988
0.26373524,0.96373524,-4.55494096
0.251960833,0.851960833,-4.007843332
0.256330944,0.856330944,-4.025323776
0.293312094,0.793312094,-3.673248376
0.264258143,0.664258143,-3.057032572
0.266205451,0.566205451,-2.564821804
0.357279532,0.357279532,-1.429118128
0.334058076,0,0.334058076
0.197942522,0,0.197942522
0.275549564,0,0.275549564
0.476964854,0,0.476964854
